ANNO,MES,ENERGIA_GENERADA,ENERGIA_DEPOSITADA,ENERGIA_RETIRADA,IMPORTE_POR_ENERGIA_RETIRADA,EMPRESA,CODIGO_TARIFA,CODIGO_TARIFA1,TOTAL_CONSUMO_KWH,TOTAL_IMPORTE_ENE,Suma de DISTRITO,Recuento de DISTRITO,Provincia1,CONSUMO_NATURAL,SECTOR,Data_Check
2018,2,279,213,112,3120,ICE,1,Residencial,252,22554,20203,1,Alajuela,430,Residencial,TRUE
2018,3,594,461,206,5739,ICE,1,Residencial,0,3072,20203,1,Alajuela,339,Residencial,TRUE
2018,4,636,469,266,7411,ICE,1,Residencial,0,3092,20203,1,Alajuela,433,Residencial,TRUE
2018,5,455,300,254,7076,ICE,1,Residencial,0,3102,20203,1,Alajuela,409,Residencial,TRUE
2018,6,425,277,292,8135,ICE,1,Residencial,528,61343,60112,1,Puntarenas,968,Residencial,TRUE
2018,7,432,260,228,6104,ICE,1,Residencial,77,5949,20203,1,Alajuela,477,Residencial,TRUE
2018,8,408,266,200,5572,ICE,1,Residencial,54,4166,20203,1,Alajuela,396,Residencial,TRUE
2018,9,501,337,245,6826,ICE,1,Residencial,63,4860,20203,1,Alajuela,472,Residencial,TRUE
2018,10,362,241,177,4931,ICE,1,Residencial,78,5962,20203,1,Alajuela,376,Residencial,TRUE
2018,3,450,14,14,390,ICE,6,Industrial monómica,819,94701,20707,1,Alajuela,1269,Industrial,TRUE
2018,4,468,0,0,0,ICE,6,Industrial monómica,487,56509,20707,1,Alajuela,955,Industrial,TRUE
2018,5,570,0,0,0,ICE,6,Industrial monómica,459,53597,20707,1,Alajuela,1029,Industrial,TRUE
2018,6,534,0,0,0,ICE,6,Industrial monómica,367,42855,21204,1,Alajuela,901,Industrial,TRUE
2018,7,618,0,0,0,ICE,6,Industrial monómica,355,41375,20707,1,Alajuela,973,Industrial,TRUE
2018,8,685,0,0,0,ICE,6,Industrial monómica,385,44725,20707,1,Alajuela,1070,Industrial,TRUE
2018,9,643,0,0,0,ICE,6,Industrial monómica,435,50534,20707,1,Alajuela,1078,Industrial,TRUE
2018,10,448,0,0,0,ICE,6,Industrial monómica,279,32258,20707,1,Alajuela,727,Industrial,TRUE
2018,2,462,214,214,5962,ICE,1,Residencial,179,13745,61101,1,Puntarenas,641,Residencial,TRUE
2018,3,425,180,180,5015,ICE,1,Residencial,275,25736,61101,1,Puntarenas,700,Residencial,TRUE
2018,4,431,144,144,4012,ICE,1,Residencial,489,55805,61101,1,Puntarenas,920,Residencial,TRUE
2018,5,449,262,204,5683,ICE,1,Residencial,255,23194,61101,1,Puntarenas,646,Residencial,TRUE
2018,6,353,134,134,3733,ICE,1,Residencial,0,3102,20110,1,Alajuela,353,Residencial,TRUE
2018,7,381,150,150,4016,ICE,1,Residencial,449,50079,61101,1,Puntarenas,830,Residencial,TRUE
2018,8,401,191,191,5321,ICE,1,Residencial,387,41425,61101,1,Puntarenas,788,Residencial,TRUE
2018,9,357,208,208,5795,ICE,1,Residencial,106,8177,61101,1,Puntarenas,463,Residencial,TRUE
2018,10,328,160,160,4458,ICE,1,Residencial,324,32300,61101,1,Puntarenas,652,Residencial,TRUE
2018,8,215,125,105,2925,ICE,1,Residencial,116,8948,60901,1,Puntarenas,311,Residencial,TRUE
2018,9,279,152,136,3789,ICE,1,Residencial,0,3086,60901,1,Puntarenas,263,Residencial,TRUE
2018,10,263,138,130,3622,ICE,1,Residencial,78,5988,60901,1,Puntarenas,333,Residencial,TRUE
2018,4,180,81,81,2257,ICE,1,Residencial,271,25231,30203,1,Cartago,451,Residencial,TRUE
2018,5,129,115,57,1588,ICE,1,Residencial,275,25988,30203,1,Cartago,346,Residencial,TRUE
2018,6,134,61,61,1699,ICE,1,Residencial,237,20678,20601,1,Alajuela,371,Residencial,TRUE
2018,7,123,51,51,1365,ICE,1,Residencial,189,14640,30203,1,Cartago,312,Residencial,TRUE
2018,8,130,46,46,1282,ICE,1,Residencial,323,32527,30203,1,Cartago,453,Residencial,TRUE
2018,9,106,55,55,1532,ICE,1,Residencial,135,10414,30203,1,Cartago,241,Residencial,TRUE
2018,10,148,64,64,1783,ICE,1,Residencial,233,19964,30203,1,Cartago,381,Residencial,TRUE
2018,4,993,556,493,13735,ICE,1,Residencial,109,8386,60601,1,Puntarenas,1039,Residencial,TRUE
2018,5,798,423,391,10893,ICE,1,Residencial,62,4807,60601,1,Puntarenas,828,Residencial,TRUE
2018,4,434,206,206,5739,ICE,1,Residencial,246,21867,20501,1,Alajuela,680,Residencial,TRUE
2018,5,363,659,200,5572,ICE,1,Residencial,231,19840,20501,1,Alajuela,135,Residencial,FALSE
2018,4,2725,1171,2085,58088,ICE,1,Residencial,0,3092,60601,1,Puntarenas,3639,Residencial,TRUE
2018,5,2013,1082,1240,34546,ICE,1,Residencial,65,5040,60601,1,Puntarenas,2236,Residencial,TRUE
2018,4,992,1001,486,13540,ICE,1,Residencial,617,73086,20503,1,Alajuela,1094,Residencial,FALSE
2018,5,891,386,436,12147,ICE,1,Residencial,1300,169222,20503,1,Alajuela,2241,Residencial,TRUE
2018,4,673,440,329,9166,ICE,1,Residencial,273,25588,20904,1,Alajuela,835,Residencial,TRUE
2018,5,600,453,294,8191,ICE,1,Residencial,164,12717,20904,1,Alajuela,605,Residencial,TRUE
2018,4,324,89,89,2480,ICE,1,Residencial,141,10865,20504,1,Alajuela,465,Residencial,TRUE
2018,5,257,211,57,1588,ICE,1,Residencial,185,14345,20504,1,Alajuela,288,Residencial,TRUE
2018,4,246,30,30,836,ICE,1,Residencial,1198,153753,61102,1,Puntarenas,1444,Residencial,TRUE
2018,5,372,50,50,1393,ICE,1,Residencial,1064,136243,61102,1,Puntarenas,1436,Residencial,TRUE
2018,4,1103,772,540,15044,ICE,1,Residencial,108,8348,20501,1,Alajuela,979,Residencial,TRUE
2018,5,916,179,449,12509,ICE,1,Residencial,211,17045,20501,1,Alajuela,1397,Residencial,TRUE
2018,6,800,400,737,20533,ICE,4,Comercios y servicios monómica,33,4671,20203,1,Alajuela,1170,Servicios,TRUE
2018,7,693,297,697,18659,ICE,4,Comercios y servicios monómica,40,4658,30202,1,Cartago,1133,Servicios,TRUE
2018,2,401,217,197,5488,ICE,1,Residencial,588,69049,51002,1,Guanacaste,969,Residencial,TRUE
2018,3,172,112,84,2340,ICE,1,Residencial,439,48431,51002,1,Guanacaste,583,Residencial,TRUE
2018,4,1022,627,501,13958,ICE,1,Residencial,26,3087,51002,1,Guanacaste,922,Residencial,TRUE
2018,5,725,179,355,9890,ICE,1,Residencial,308,30600,51002,1,Guanacaste,1209,Residencial,TRUE
2018,6,445,172,218,6073,ICE,1,Residencial,129,10003,50101,1,Guanacaste,620,Residencial,TRUE
2018,7,364,165,179,4792,ICE,1,Residencial,343,35393,51002,1,Guanacaste,721,Residencial,TRUE
2018,8,577,295,282,7857,ICE,1,Residencial,532,61583,51002,1,Guanacaste,1096,Residencial,TRUE
2018,9,527,261,259,7216,ICE,1,Residencial,253,22796,51002,1,Guanacaste,778,Residencial,TRUE
2018,10,402,155,197,5488,ICE,1,Residencial,362,37687,51002,1,Guanacaste,806,Residencial,TRUE
2018,4,354,239,105,2925,ICE,4,Comercios y servicios monómica,1271,148181,61101,1,Puntarenas,1491,Servicios,TRUE
2018,5,1139,269,529,14738,ICE,4,Comercios y servicios monómica,782,91314,61101,1,Puntarenas,2181,Servicios,TRUE
2018,6,878,501,459,12788,ICE,4,Comercios y servicios monómica,463,54065,60115,1,Puntarenas,1299,Servicios,TRUE
2018,7,763,346,374,10012,ICE,4,Comercios y servicios monómica,588,68355,61101,1,Puntarenas,1379,Servicios,TRUE
2018,8,1198,746,583,16242,ICE,1,Residencial,0,3086,61101,1,Puntarenas,1035,Residencial,TRUE
2018,9,1156,745,377,10503,ICE,1,Residencial,0,3086,61101,1,Puntarenas,788,Residencial,TRUE
2018,10,1129,741,394,10977,ICE,1,Residencial,0,3051,61101,1,Puntarenas,782,Residencial,TRUE
2018,1,159,41,41,1099,ICE,1,Residencial,626,74657,61102,1,Puntarenas,785,Residencial,TRUE
2018,2,193,82,82,2285,ICE,1,Residencial,359,37360,61102,1,Puntarenas,552,Residencial,TRUE
2018,3,212,102,102,2842,ICE,1,Residencial,171,13131,61102,1,Puntarenas,383,Residencial,TRUE
2018,4,194,58,58,1616,ICE,1,Residencial,389,41788,61102,1,Puntarenas,583,Residencial,TRUE
2018,5,146,174,55,1532,ICE,1,Residencial,193,14965,61102,1,Puntarenas,220,Residencial,FALSE
2018,6,161,83,83,2312,ICE,1,Residencial,152,11786,30509,1,Cartago,313,Residencial,TRUE
2018,7,128,36,36,964,ICE,1,Residencial,502,57501,61102,1,Puntarenas,630,Residencial,TRUE
2018,8,130,70,70,1950,ICE,1,Residencial,123,9488,61102,1,Puntarenas,253,Residencial,TRUE
2018,9,148,94,94,2619,ICE,1,Residencial,67,5168,61102,1,Puntarenas,215,Residencial,TRUE
2018,10,148,97,97,2702,ICE,1,Residencial,65,4969,61102,1,Puntarenas,213,Residencial,TRUE
2018,3,157,122,67,1867,ICE,1,Residencial,0,3072,20102,1,Alajuela,102,Residencial,TRUE
2018,4,164,124,80,2229,ICE,1,Residencial,6,3092,20102,1,Alajuela,126,Residencial,TRUE
2018,5,172,303,85,2368,ICE,1,Residencial,22,3102,20102,1,Alajuela,-24,Residencial,FALSE
2018,6,160,117,78,2173,ICE,1,Residencial,155,12019,61002,1,Puntarenas,276,Residencial,TRUE
2018,7,162,109,79,2115,ICE,1,Residencial,47,3631,20102,1,Alajuela,179,Residencial,TRUE
2018,8,142,95,70,1950,ICE,1,Residencial,44,3394,20102,1,Alajuela,161,Residencial,TRUE
2018,9,158,119,77,2145,ICE,1,Residencial,54,4166,20102,1,Alajuela,170,Residencial,TRUE
2018,10,147,105,72,2006,ICE,1,Residencial,58,4434,20102,1,Alajuela,172,Residencial,TRUE
2018,6,206,64,101,2814,ICE,1,Residencial,77,5971,20209,1,Alajuela,320,Residencial,TRUE
2018,7,209,40,94,2516,ICE,1,Residencial,282,26869,60701,1,Puntarenas,545,Residencial,TRUE
2018,1,453,120,177,4807,ICE,1,Residencial,0,3100,60112,1,Puntarenas,510,Residencial,TRUE
2018,2,293,159,189,5266,ICE,1,Residencial,32,3072,60112,1,Puntarenas,355,Residencial,TRUE
2018,3,279,160,137,3817,ICE,1,Residencial,0,3072,60112,1,Puntarenas,256,Residencial,TRUE
2018,6,233,140,114,3176,ICE,1,Residencial,67,5195,60112,1,Puntarenas,274,Residencial,TRUE
2018,7,248,142,121,3239,ICE,1,Residencial,131,10139,60112,1,Puntarenas,358,Residencial,TRUE
2018,8,181,107,89,2480,ICE,1,Residencial,53,4088,60112,1,Puntarenas,216,Residencial,TRUE
2018,9,220,131,108,3009,ICE,1,Residencial,120,9257,60112,1,Puntarenas,317,Residencial,TRUE
2018,10,226,129,111,3092,ICE,1,Residencial,122,9366,60112,1,Puntarenas,330,Residencial,TRUE
2018,1,3337,1170,1170,31403,ICE,4,Comercios y servicios monómica,2092,245099,60112,1,Puntarenas,5429,Servicios,TRUE
2018,2,3677,1341,1341,37360,ICE,4,Comercios y servicios monómica,1946,225016,60112,1,Puntarenas,5623,Servicios,TRUE
2018,3,2645,573,573,15964,ICE,4,Comercios y servicios monómica,2472,285837,60112,1,Puntarenas,5117,Servicios,TRUE
2018,4,2756,392,392,10921,ICE,5,Comercios y servicios con potencia,3257,225527,60112,1,Puntarenas,6013,Servicios,TRUE
2018,7,3201,1213,1213,32472,ICE,4,Comercios y servicios monómica,1722,200971,60112,1,Puntarenas,4923,Servicios,TRUE
2018,8,3525,1216,1216,33878,ICE,4,Comercios y servicios monómica,2400,278808,60112,1,Puntarenas,5925,Servicios,TRUE
2018,9,3773,1452,1452,40453,ICE,4,Comercios y servicios monómica,2121,246397,60112,1,Puntarenas,5894,Servicios,TRUE
2018,10,3917,1667,1667,46443,ICE,5,Comercios y servicios con potencia,5101,354520,60112,1,Puntarenas,9018,Servicios,TRUE
2018,1,4377,1751,1751,46997,ICE,4,Comercios y servicios monómica,1771,207490,60112,1,Puntarenas,6148,Servicios,TRUE
2018,2,4800,1973,1973,54968,ICE,4,Comercios y servicios monómica,1529,176798,60112,1,Puntarenas,6329,Servicios,TRUE
2018,3,3689,1036,1036,28863,ICE,4,Comercios y servicios monómica,2250,260168,60112,1,Puntarenas,5939,Servicios,TRUE
2018,4,3883,839,839,23375,ICE,5,Comercios y servicios con potencia,3082,213409,60112,1,Puntarenas,6965,Servicios,TRUE
2018,5,4452,1793,1793,49953,ICE,4,Comercios y servicios monómica,1547,180643,60112,1,Puntarenas,5999,Servicios,TRUE
2018,6,2012,175,175,4876,ICE,5,Comercios y servicios con potencia,4502,314510,60601,1,Puntarenas,6514,Servicios,TRUE
2018,7,1822,207,207,5541,ICE,5,Comercios y servicios con potencia,3334,232789,60112,1,Puntarenas,5156,Servicios,TRUE
2018,8,2254,388,388,10810,ICE,5,Comercios y servicios con potencia,3526,245057,60112,1,Puntarenas,5780,Servicios,TRUE
2018,9,3683,1339,1339,37305,ICE,4,Comercios y servicios monómica,2122,246513,60112,1,Puntarenas,5805,Servicios,TRUE
2018,10,3936,1474,1474,41066,ICE,5,Comercios y servicios con potencia,5175,359662,60112,1,Puntarenas,9111,Servicios,TRUE
2018,6,1755,575,575,16020,ICE,4,Comercios y servicios monómica,0,4671,20501,1,Alajuela,1755,Servicios,TRUE
2018,7,1208,372,372,9958,ICE,4,Comercios y servicios monómica,1036,120435,50601,1,Guanacaste,2244,Servicios,TRUE
2018,8,2023,747,747,20811,ICE,4,Comercios y servicios monómica,1189,138126,50601,1,Guanacaste,3212,Servicios,TRUE
2018,9,1836,713,713,19864,ICE,4,Comercios y servicios monómica,964,111988,50601,1,Guanacaste,2800,Servicios,TRUE
2018,10,1864,681,681,18973,ICE,4,Comercios y servicios monómica,1415,162541,50601,1,Guanacaste,3279,Servicios,TRUE
2018,1,472,384,148,4020,ICE,1,Residencial,0,3100,50401,1,Guanacaste,236,Residencial,TRUE
2018,2,599,514,167,4653,ICE,1,Residencial,0,3072,50401,1,Guanacaste,252,Residencial,TRUE
2018,3,499,412,143,3984,ICE,1,Residencial,0,3072,50401,1,Guanacaste,230,Residencial,TRUE
2018,4,594,483,203,5656,ICE,1,Residencial,0,3082,50401,1,Guanacaste,314,Residencial,TRUE
2018,5,564,363,267,7439,ICE,1,Residencial,0,3102,50401,1,Guanacaste,468,Residencial,TRUE
2018,6,385,328,168,4680,ICE,1,Residencial,210,16905,21304,1,Alajuela,435,Residencial,TRUE
2018,7,416,338,159,4256,ICE,1,Residencial,0,3096,50401,1,Guanacaste,237,Residencial,TRUE
2018,8,449,351,207,5767,ICE,1,Residencial,0,3086,50401,1,Guanacaste,305,Residencial,TRUE
2018,9,428,354,168,4680,ICE,1,Residencial,0,3086,50401,1,Guanacaste,242,Residencial,TRUE
2018,10,437,381,140,3900,ICE,1,Residencial,0,3071,50401,1,Guanacaste,196,Residencial,TRUE
2018,4,609,430,298,8302,ICE,1,Residencial,49,3764,60101,1,Puntarenas,526,Residencial,TRUE
2018,5,521,346,256,7132,ICE,1,Residencial,44,3412,60101,1,Puntarenas,475,Residencial,TRUE
2018,4,245,129,120,3343,ICE,1,Residencial,96,7397,60112,1,Puntarenas,332,Residencial,TRUE
2018,5,249,138,122,3399,ICE,1,Residencial,86,6668,60112,1,Puntarenas,319,Residencial,TRUE
2018,4,685,302,302,8414,ICE,4,Comercios y servicios monómica,984,114540,60112,1,Puntarenas,1669,Servicios,TRUE
2018,5,767,324,324,9027,ICE,4,Comercios y servicios monómica,380,44373,60112,1,Puntarenas,1147,Servicios,TRUE
2018,6,830,561,492,13707,ICE,4,Comercios y servicios monómica,1783,208201,20203,1,Alajuela,2544,Servicios,TRUE
2018,7,873,525,428,11458,ICE,4,Comercios y servicios monómica,341,39675,60112,1,Puntarenas,1117,Servicios,TRUE
2018,8,720,483,353,9835,ICE,4,Comercios y servicios monómica,437,50766,60112,1,Puntarenas,1027,Servicios,TRUE
2018,9,885,464,433,12063,ICE,4,Comercios y servicios monómica,417,48443,60112,1,Puntarenas,1271,Servicios,TRUE
2018,10,839,509,412,11478,ICE,4,Comercios y servicios monómica,446,51344,60112,1,Puntarenas,1188,Servicios,TRUE
2018,4,614,434,301,8386,ICE,1,Residencial,504,57807,60112,1,Puntarenas,985,Residencial,TRUE
2018,5,690,258,338,9417,ICE,1,Residencial,196,15198,60112,1,Puntarenas,966,Residencial,TRUE
2018,6,752,536,368,10252,ICE,1,Residencial,105,8142,11905,1,San José,689,Residencial,TRUE
2018,7,786,544,386,10333,ICE,1,Residencial,261,23945,60112,1,Puntarenas,889,Residencial,TRUE
2018,8,648,434,317,8832,ICE,1,Residencial,319,31971,60112,1,Puntarenas,850,Residencial,TRUE
2018,9,792,558,388,10810,ICE,1,Residencial,284,27106,60112,1,Puntarenas,906,Residencial,TRUE
2018,10,734,506,360,10030,ICE,1,Residencial,346,35401,60112,1,Puntarenas,934,Residencial,TRUE
2018,1,405,291,198,5342,ICE,1,Residencial,53,4117,20101,1,Alajuela,365,Residencial,TRUE
2018,2,428,305,210,5851,ICE,1,Residencial,7,3072,20101,1,Alajuela,340,Residencial,TRUE
2018,3,504,325,247,6881,ICE,1,Residencial,15,3072,20101,1,Alajuela,441,Residencial,TRUE
2018,4,634,350,310,8637,ICE,1,Residencial,22,3077,20101,1,Alajuela,616,Residencial,TRUE
2018,5,448,1043,220,6129,ICE,1,Residencial,75,5816,20101,1,Alajuela,-300,Residencial,FALSE
2018,6,404,255,198,5516,ICE,1,Residencial,101,7832,20113,1,Alajuela,448,Residencial,TRUE
2018,7,444,224,217,5809,ICE,1,Residencial,147,11387,20101,1,Alajuela,584,Residencial,TRUE
2018,8,325,156,160,4458,ICE,1,Residencial,174,13422,20101,1,Alajuela,503,Residencial,TRUE
2018,9,439,251,215,5990,ICE,1,Residencial,170,13114,20101,1,Alajuela,573,Residencial,TRUE
2018,10,334,171,163,4541,ICE,1,Residencial,103,7925,20101,1,Alajuela,429,Residencial,TRUE
2018,1,509,309,250,6745,ICE,1,Residencial,212,17098,50101,1,Guanacaste,662,Residencial,TRUE
2018,2,468,316,229,6380,ICE,1,Residencial,223,18541,50101,1,Guanacaste,604,Residencial,TRUE
2018,3,501,328,245,6826,ICE,1,Residencial,206,16188,50101,1,Guanacaste,624,Residencial,TRUE
2018,4,526,297,258,7188,ICE,1,Residencial,221,18385,50101,1,Guanacaste,708,Residencial,TRUE
2018,5,610,560,299,8330,ICE,1,Residencial,247,22076,50101,1,Guanacaste,596,Residencial,TRUE
2018,8,447,242,219,6101,ICE,1,Residencial,242,21267,50101,1,Guanacaste,666,Residencial,TRUE
2018,9,474,260,232,6464,ICE,1,Residencial,301,29469,50101,1,Guanacaste,747,Residencial,TRUE
2018,10,425,279,208,5795,ICE,1,Residencial,323,32232,50101,1,Guanacaste,677,Residencial,TRUE
2018,1,331,224,163,4484,ICE,1,Residencial,203,15847,50101,1,Guanacaste,473,Residencial,TRUE
2018,2,368,273,180,5015,ICE,1,Residencial,174,13361,50101,1,Guanacaste,449,Residencial,TRUE
2018,3,352,262,172,4792,ICE,1,Residencial,145,11135,50101,1,Guanacaste,407,Residencial,TRUE
2018,4,381,259,187,5210,ICE,1,Residencial,229,19499,50101,1,Guanacaste,538,Residencial,TRUE
2018,5,260,386,127,3538,ICE,1,Residencial,269,25150,50101,1,Guanacaste,270,Residencial,FALSE
2018,6,237,146,117,3260,ICE,1,Residencial,1,3102,11904,1,San José,209,Residencial,TRUE
2018,7,253,160,124,3319,ICE,1,Residencial,218,17958,50101,1,Guanacaste,435,Residencial,TRUE
2018,8,235,150,115,3204,ICE,1,Residencial,252,22657,50101,1,Guanacaste,452,Residencial,TRUE
2018,9,243,166,119,3315,ICE,1,Residencial,243,21406,50101,1,Guanacaste,439,Residencial,TRUE
2018,10,187,123,91,2535,ICE,1,Residencial,234,19972,50101,1,Guanacaste,389,Residencial,TRUE
2018,1,1,229,0,0,ICE,4,Comercios y servicios monómica,401,46588,50101,1,Guanacaste,173,Servicios,FALSE
2018,2,708,179,347,9667,ICE,4,Comercios y servicios monómica,115,13297,50101,1,Guanacaste,991,Servicios,TRUE
2018,3,571,426,280,7801,ICE,4,Comercios y servicios monómica,81,9366,50101,1,Guanacaste,506,Servicios,TRUE
2018,4,560,339,274,7634,ICE,4,Comercios y servicios monómica,175,20370,50101,1,Guanacaste,670,Servicios,TRUE
2018,5,339,226,166,4625,ICE,4,Comercios y servicios monómica,234,27324,50101,1,Guanacaste,513,Servicios,TRUE
2018,6,206,84,101,2814,ICE,4,Comercios y servicios monómica,2670,311776,20104,1,Alajuela,2893,Servicios,TRUE
2018,7,120,29,59,1579,ICE,4,Comercios y servicios monómica,403,46889,50101,1,Guanacaste,553,Servicios,TRUE
2018,8,85,14,42,1170,ICE,4,Comercios y servicios monómica,376,43680,50101,1,Guanacaste,489,Servicios,TRUE
2018,9,92,14,45,1254,ICE,4,Comercios y servicios monómica,409,47514,50101,1,Guanacaste,532,Servicios,TRUE
2018,10,73,14,36,1003,ICE,4,Comercios y servicios monómica,371,42710,50101,1,Guanacaste,466,Servicios,TRUE
2018,6,486,122,122,3399,ICE,4,Comercios y servicios monómica,55,6422,20104,1,Alajuela,541,Servicios,TRUE
2018,7,934,315,315,8433,ICE,4,Comercios y servicios monómica,284,33157,50101,1,Guanacaste,1218,Servicios,TRUE
2018,8,899,222,222,6185,ICE,4,Comercios y servicios monómica,456,52974,50101,1,Guanacaste,1355,Servicios,TRUE
2018,9,1029,264,264,7355,ICE,4,Comercios y servicios monómica,477,55413,50101,1,Guanacaste,1506,Servicios,TRUE
2018,10,724,185,185,5154,ICE,4,Comercios y servicios monómica,555,64447,50101,1,Guanacaste,1279,Servicios,TRUE
2018,6,720,118,118,3287,ICE,4,Comercios y servicios monómica,0,4671,20101,1,Alajuela,720,Servicios,TRUE
2018,7,1325,227,227,6077,ICE,4,Comercios y servicios monómica,1608,187734,50101,1,Guanacaste,2933,Servicios,TRUE
2018,8,1340,262,262,7299,ICE,4,Comercios y servicios monómica,1663,193191,50101,1,Guanacaste,3003,Servicios,TRUE
2018,9,1489,253,253,7049,ICE,4,Comercios y servicios monómica,1742,202368,50101,1,Guanacaste,3231,Servicios,TRUE
2018,10,1250,244,244,6798,ICE,4,Comercios y servicios monómica,1423,165239,50101,1,Guanacaste,2673,Servicios,TRUE
2018,9,220,55,55,1532,ICE,1,Residencial,462,51851,60203,1,Puntarenas,682,Residencial,TRUE
2018,10,247,69,69,1922,ICE,1,Residencial,329,33347,60203,1,Puntarenas,576,Residencial,TRUE
2018,1,434,248,212,5684,ICE,1,Residencial,350,36623,60101,1,Puntarenas,748,Residencial,TRUE
2018,2,515,360,253,7049,ICE,1,Residencial,62,4761,60101,1,Puntarenas,470,Residencial,TRUE
2018,3,525,382,257,7160,ICE,1,Residencial,151,11595,60101,1,Puntarenas,551,Residencial,TRUE
2018,6,469,300,229,6380,ICE,1,Residencial,100,7754,60101,1,Puntarenas,498,Residencial,TRUE
2018,7,485,348,238,6371,ICE,1,Residencial,56,4341,60101,1,Puntarenas,431,Residencial,TRUE
2018,8,475,326,233,6491,ICE,1,Residencial,84,6480,60101,1,Puntarenas,466,Residencial,TRUE
2018,9,523,368,256,7132,ICE,1,Residencial,112,8640,60101,1,Puntarenas,523,Residencial,TRUE
2018,10,436,323,214,5962,ICE,1,Residencial,50,3855,60101,1,Puntarenas,377,Residencial,TRUE
2018,5,310,11,152,4235,ICE,1,Residencial,133,10313,20305,1,Alajuela,584,Residencial,TRUE
2018,2,354,138,138,3845,ICE,1,Residencial,1166,149033,20702,1,Alajuela,1520,Residencial,TRUE
2018,3,389,191,191,5321,ICE,1,Residencial,383,40682,20702,1,Alajuela,772,Residencial,TRUE
2018,4,388,221,221,6157,ICE,1,Residencial,423,46304,20702,1,Alajuela,811,Residencial,TRUE
2018,5,330,167,166,4625,ICE,1,Residencial,292,28364,20702,1,Alajuela,621,Residencial,TRUE
2018,6,282,113,114,3176,ICE,1,Residencial,238,20818,60112,1,Puntarenas,521,Residencial,TRUE
2018,7,284,117,117,3132,ICE,1,Residencial,417,45784,20702,1,Alajuela,701,Residencial,TRUE
2018,1,540,284,265,7335,ICE,1,Residencial,442,48961,60204,1,Puntarenas,963,Residencial,TRUE
2018,2,632,402,309,8609,ICE,1,Residencial,222,18402,60204,1,Puntarenas,761,Residencial,TRUE
2018,3,1663,406,530,14766,ICE,1,Residencial,0,3072,60204,1,Puntarenas,1787,Residencial,TRUE
2018,4,727,404,356,9918,ICE,1,Residencial,281,26785,60204,1,Puntarenas,960,Residencial,TRUE
2018,5,571,1591,280,7801,ICE,1,Residencial,212,17185,60204,1,Puntarenas,-528,Residencial,FALSE
2018,6,519,301,254,7076,ICE,1,Residencial,75,5816,60112,1,Puntarenas,547,Residencial,TRUE
2018,7,526,283,258,6907,ICE,1,Residencial,200,15439,60204,1,Puntarenas,701,Residencial,TRUE
2018,8,516,289,253,7049,ICE,1,Residencial,197,15197,60204,1,Puntarenas,677,Residencial,TRUE
2018,10,432,227,212,5906,ICE,1,Residencial,313,30788,60204,1,Puntarenas,730,Residencial,TRUE
2018,1,70,38,35,944,ICE,1,Residencial,252,22818,60111,1,Puntarenas,319,Residencial,TRUE
2018,2,2,0,0,0,ICE,1,Residencial,296,28642,60111,1,Puntarenas,298,Residencial,TRUE
2018,3,0,0,0,0,ICE,1,Residencial,427,46770,60111,1,Puntarenas,427,Residencial,FALSE
2018,4,0,0,0,0,ICE,1,Residencial,343,35213,60111,1,Puntarenas,343,Residencial,FALSE
2018,5,1,239,0,0,ICE,1,Residencial,153,11864,60111,1,Puntarenas,-85,Residencial,FALSE
2018,6,4,0,2,56,ICE,1,Residencial,267,24871,11901,1,San José,273,Residencial,TRUE
2018,7,3,0,0,0,ICE,1,Residencial,286,27497,60111,1,Puntarenas,289,Residencial,TRUE
2018,8,6,0,0,0,ICE,1,Residencial,345,35586,60111,1,Puntarenas,351,Residencial,TRUE
2018,9,5,0,0,0,ICE,1,Residencial,431,47542,60111,1,Puntarenas,436,Residencial,TRUE
2018,10,6,0,0,0,ICE,1,Residencial,251,22460,60111,1,Puntarenas,257,Residencial,TRUE
2018,1,626,335,482,12922,ICE,1,Residencial,0,3115,60115,1,Puntarenas,773,Residencial,TRUE
2018,2,47,26,26,724,ICE,1,Residencial,0,3072,60115,1,Puntarenas,47,Residencial,TRUE
2018,3,1074,239,453,12621,ICE,1,Residencial,235,20201,60115,1,Puntarenas,1523,Residencial,TRUE
2018,4,849,372,372,10364,ICE,1,Residencial,261,23807,60115,1,Puntarenas,1110,Residencial,TRUE
2018,5,661,0,297,8274,ICE,1,Residencial,26,3102,60115,1,Puntarenas,984,Residencial,TRUE
2018,6,749,352,352,9807,ICE,1,Residencial,194,15043,60601,1,Puntarenas,943,Residencial,TRUE
2018,7,249,98,98,2623,ICE,1,Residencial,266,24727,60115,1,Puntarenas,515,Residencial,TRUE
2018,8,710,235,235,6547,ICE,1,Residencial,226,19043,60115,1,Puntarenas,936,Residencial,TRUE
2018,9,585,332,332,9250,ICE,1,Residencial,86,6634,60115,1,Puntarenas,671,Residencial,TRUE
2018,10,640,367,199,5544,ICE,1,Residencial,0,3084,60115,1,Puntarenas,472,Residencial,TRUE
2018,1,383,71,71,1965,ICE,1,Residencial,474,53399,20106,1,Alajuela,857,Residencial,TRUE
2018,2,537,89,89,2480,ICE,1,Residencial,390,41650,20106,1,Alajuela,927,Residencial,TRUE
2018,3,459,108,108,3009,ICE,1,Residencial,305,29888,20106,1,Alajuela,764,Residencial,TRUE
