Consumo,TCO,TCS,TIN,TMT,TMTb,TRE,TUD,Total general
2222,4,0,0,0,0,1,0,5
2223,3,1,0,0,0,0,0,4
2224,3,0,0,0,0,0,0,3
2225,1,0,0,0,0,1,0,2
2226,2,0,3,0,0,1,0,6
2227,4,0,1,0,0,0,0,5
2228,4,1,0,0,0,1,0,6
2229,3,0,0,0,0,1,0,4
2230,5,0,0,0,0,0,0,5
2231,5,0,2,0,0,2,0,9
2232,6,0,0,0,0,0,0,6
2233,1,0,0,0,0,0,0,1
2234,2,0,0,0,0,0,0,2
2235,2,0,0,0,0,0,0,2
2236,3,0,1,0,0,0,0,4
2237,3,1,0,0,0,1,0,5
2238,8,0,0,0,0,0,0,8
2239,3,0,0,0,0,2,0,5
2240,6,0,0,0,0,1,0,7
2241,4,0,0,0,0,0,0,4
2242,5,0,0,0,0,0,0,5
2243,4,1,0,0,0,2,0,7
2244,2,1,0,0,0,0,0,3
2245,5,0,0,0,0,0,0,5
2246,5,0,0,0,0,0,0,5
2247,6,1,0,0,0,1,0,8
2248,5,1,0,0,0,1,0,7
2249,2,0,0,0,0,0,0,2
2250,4,0,0,0,0,1,0,5
2251,2,0,0,0,0,0,0,2
2252,2,0,0,0,0,1,0,3
2253,5,0,0,0,0,0,0,5
2254,5,1,1,0,0,1,0,8
2255,1,0,0,0,0,1,0,2
2256,1,0,0,0,0,0,0,1
2257,4,0,0,0,0,2,0,6
2258,4,0,0,0,0,0,0,4
2259,3,0,0,0,0,0,0,3
2260,5,1,1,0,0,0,0,7
2261,4,0,1,0,0,1,0,6
2262,5,1,0,0,0,0,0,6
2263,3,0,0,0,0,3,0,6
2264,6,1,0,0,0,1,0,8
2265,5,0,0,0,0,0,0,5
2266,4,0,0,0,0,2,0,6
2267,1,0,0,0,0,1,0,2
2268,4,0,0,0,0,0,0,4
2269,0,0,0,0,0,1,0,1
2270,3,0,0,0,0,2,0,5
2271,2,0,0,0,0,1,0,3
2272,1,0,1,0,0,0,0,2
2273,2,0,0,0,0,1,0,3
2274,3,0,0,0,0,1,0,4
2275,3,0,0,0,0,1,0,4
2276,2,0,0,0,0,1,0,3
2277,3,0,0,0,0,1,0,4
2278,2,0,0,0,0,2,0,4
2279,0,0,0,0,0,1,0,1
2280,8,1,0,0,0,2,0,11
2281,4,0,0,0,0,0,0,4
2283,5,0,0,0,0,1,0,6
2284,5,0,0,0,0,1,0,6
2285,5,0,0,0,0,0,0,5
2286,3,0,0,0,0,0,0,3
2288,2,0,0,0,0,1,0,3
2289,4,0,1,0,0,2,0,7
2290,2,0,2,0,0,0,0,4
2291,4,0,0,0,0,0,0,4
2292,2,0,0,0,0,2,0,4
2293,4,0,0,0,0,0,0,4
2294,5,0,0,0,0,0,0,5
2295,3,0,1,0,0,1,0,5
2296,1,0,0,0,0,1,0,2
2297,1,0,0,0,0,1,0,2
2298,3,0,0,0,0,0,0,3
2299,2,0,0,0,0,1,0,3
2300,3,0,0,0,0,0,0,3
2301,2,2,0,0,0,1,0,5
2302,1,1,0,0,0,1,0,3
2303,6,0,0,0,0,0,0,6
2304,3,2,0,0,0,0,0,5
2305,3,0,1,0,0,0,0,4
2306,1,0,0,0,0,0,0,1
2307,7,0,0,0,0,0,0,7
2308,4,0,0,0,0,0,0,4
2309,1,0,0,0,0,1,0,2
2310,3,0,0,0,0,1,0,4
2311,5,1,0,0,0,0,0,6
2312,3,1,1,0,0,0,0,5
2313,3,0,1,0,0,3,0,7
2314,4,0,0,0,0,0,0,4
2315,4,0,0,0,0,1,0,5
2316,3,0,0,0,0,1,0,4
2317,3,0,0,0,0,0,0,3
2318,6,0,0,0,0,0,0,6
2319,2,0,0,0,0,0,0,2
2320,4,0,0,0,0,1,0,5
2321,1,0,0,0,0,0,0,1
2322,3,0,1,0,0,0,0,4
2323,4,0,0,0,0,0,0,4
2324,3,0,0,0,0,0,0,3
2325,3,0,1,0,0,1,0,5
2326,11,2,0,0,0,1,0,14
2327,3,1,0,0,0,0,0,4
2328,2,0,0,0,0,1,0,3
2329,6,0,0,0,0,0,0,6
2330,4,0,0,0,0,0,0,4
2331,2,0,0,0,0,0,0,2
2332,2,0,0,0,0,0,0,2
2333,4,0,0,0,0,0,0,4
2334,1,0,0,0,0,1,0,2
2335,1,0,0,0,0,1,0,2
2336,6,0,1,0,0,0,0,7
2337,3,0,0,0,0,2,0,5
2338,1,0,0,0,0,4,0,5
2339,4,0,0,0,0,0,0,4
2340,2,0,0,0,0,2,0,4
2341,3,0,0,0,0,0,0,3
2342,3,0,0,0,0,0,0,3
2343,2,0,0,0,0,1,0,3
2344,6,0,0,0,0,2,0,8
2345,6,0,0,0,0,1,0,7
2346,4,0,0,0,0,1,0,5
2347,3,0,0,0,0,3,0,6
2348,2,0,0,0,0,1,0,3
2349,2,0,1,0,0,0,0,3
2350,5,0,0,0,0,0,0,5
2351,4,0,0,0,0,1,0,5
2352,2,0,0,0,0,1,0,3
2353,2,0,0,0,0,0,0,2
2354,2,1,0,0,0,0,0,3
2355,5,1,0,0,0,1,0,7
2356,1,0,0,0,0,1,0,2
2357,5,0,0,0,0,1,0,6
2358,1,0,0,0,0,1,0,2
2359,3,0,0,0,0,1,0,4
2360,6,0,1,0,0,1,0,8
2361,3,1,0,0,0,0,0,4
2362,3,0,0,0,0,0,0,3
2363,4,0,1,0,0,0,0,5
2364,4,1,1,0,0,0,0,6
2365,5,0,0,0,0,1,0,6
2366,3,1,0,0,0,1,0,5
2367,1,1,1,0,0,0,0,3
2368,1,0,0,0,0,1,0,2
2369,2,1,0,0,0,1,0,4
2370,1,0,0,0,0,1,0,2
2371,1,0,0,0,0,1,0,2
2372,2,0,0,0,0,0,0,2
2373,6,0,1,0,0,1,0,8
2374,1,0,0,0,0,0,0,1
2375,2,1,0,0,0,2,0,5
2376,2,0,0,0,0,0,0,2
2377,1,1,0,0,0,0,0,2
2378,2,0,0,0,0,0,0,2
2379,5,0,0,0,0,2,0,7
2380,3,0,1,0,0,0,0,4
2381,2,0,1,0,0,0,0,3
2383,2,1,0,0,0,0,0,3
2384,1,0,1,0,0,1,0,3
2385,1,0,0,0,0,0,0,1
2386,5,0,0,0,0,0,0,5
2387,6,0,1,0,0,0,0,7
2388,8,1,1,0,0,0,0,10
2389,1,0,0,0,0,1,0,2
2390,1,0,0,0,0,0,0,1
2391,2,0,0,0,0,0,0,2
2392,3,0,0,0,0,2,0,5
2393,2,0,0,0,0,0,0,2
2394,4,1,0,0,0,2,0,7
2395,3,0,0,0,0,1,0,4
2396,1,0,0,0,0,1,0,2
2397,2,0,0,0,0,0,0,2
2398,4,1,0,0,0,0,0,5
2399,1,1,0,0,0,1,0,3
2400,6,1,1,0,0,1,0,9
2401,3,0,0,0,0,0,0,3
2402,2,0,0,0,0,0,0,2
2403,3,0,0,0,0,0,0,3
2404,4,0,0,0,0,0,0,4
2405,3,0,0,0,0,1,0,4
2406,2,0,1,0,0,0,0,3
2407,2,0,1,0,0,0,0,3
2408,2,0,0,0,0,0,0,2
2409,5,0,0,0,0,2,0,7
2410,3,0,0,0,0,1,0,4
2411,4,1,0,0,0,1,0,6
2412,2,0,1,0,0,0,0,3
2413,5,0,0,0,0,0,0,5
2414,3,0,1,0,0,0,0,4
2415,4,0,0,0,0,0,0,4
2416,3,0,0,0,0,0,0,3
2417,7,0,0,0,0,0,0,7
2419,4,0,0,0,0,0,0,4
2420,4,1,0,0,0,1,0,6
2421,4,0,0,0,0,0,0,4
2422,0,0,0,0,0,2,0,2
2423,5,0,1,0,0,0,0,6
2424,3,0,1,0,0,0,0,4
2425,4,0,0,0,0,0,0,4
2427,5,1,0,0,0,0,0,6
2428,0,0,0,0,0,1,0,1
2429,2,0,0,0,0,0,0,2
2430,3,0,0,0,0,0,0,3
2431,2,0,0,0,0,1,0,3
2432,3,0,0,0,0,0,0,3
2433,0,0,0,0,0,2,0,2
2434,4,0,0,0,0,0,0,4
2435,1,0,1,0,0,0,0,2
2436,2,0,0,0,0,1,0,3
2437,1,0,1,0,0,0,0,2
2438,3,1,0,0,0,2,0,6
2439,4,0,2,0,0,1,0,7
2441,2,0,0,0,0,1,0,3
2442,3,0,0,0,0,0,0,3
2443,1,0,0,0,0,1,0,2
2444,3,0,1,0,0,0,0,4
2445,3,0,0,0,0,1,0,4
2446,6,0,0,0,0,0,0,6
2447,0,0,1,0,0,0,0,1
2448,10,2,2,0,0,1,0,15
2449,1,0,0,0,0,0,0,1
2450,4,0,1,0,0,0,0,5
2451,2,0,0,0,0,0,0,2
2452,0,0,1,0,0,0,0,1
2453,2,0,0,0,0,0,0,2
2454,0,1,0,0,0,0,0,1
2455,5,0,0,0,0,0,0,5
2456,1,0,0,0,0,0,0,1
2457,2,0,0,0,0,1,0,3
2458,7,0,0,0,0,0,0,7
2459,4,1,0,0,0,0,0,5
2460,2,0,0,0,0,1,0,3
2461,5,1,0,0,0,1,0,7
2462,1,0,0,0,0,0,0,1
2463,1,0,1,0,0,0,0,2
2464,3,0,0,0,0,0,0,3
2465,4,1,0,0,0,1,0,6
2466,2,1,1,0,0,0,0,4
2467,5,1,0,0,0,1,0,7
2468,4,0,0,0,0,0,0,4
2469,3,0,0,0,0,1,0,4
2470,1,0,0,0,0,1,0,2
2471,1,0,1,0,0,0,0,2
2472,3,0,0,0,0,0,0,3
2473,5,0,0,0,0,1,0,6
2474,5,0,1,0,0,0,0,6
2475,3,0,0,0,0,0,0,3
2476,1,0,0,0,0,2,0,3
2477,1,1,0,0,0,0,0,2
2478,2,0,0,0,0,0,0,2
2479,2,0,0,0,0,0,0,2
2480,4,0,0,0,0,0,0,4
2481,3,0,0,0,0,0,0,3
2482,1,0,0,0,0,1,0,2
2483,2,0,0,0,0,0,0,2
2484,1,1,0,0,0,0,0,2
2485,5,0,0,0,0,0,0,5
2486,5,0,0,0,0,1,0,6
2487,2,0,0,0,0,0,0,2
2488,5,0,1,0,0,1,0,7
2489,6,0,0,0,0,0,0,6
2490,6,0,0,0,0,0,0,6
2491,2,1,0,0,0,1,0,4
2492,4,0,0,0,0,0,0,4
2493,2,0,0,0,0,0,0,2
2494,3,0,0,0,0,1,0,4
2495,2,0,0,0,0,0,0,2
2496,1,0,0,0,0,0,0,1
2497,1,0,0,0,0,0,0,1
2498,1,0,1,0,0,0,0,2
2499,0,0,1,0,0,0,0,1
2500,6,0,0,0,0,0,0,6
2501,3,0,0,0,0,1,0,4
2502,1,0,1,0,0,0,0,2
2503,5,0,0,0,0,0,0,5
2504,4,0,0,0,0,0,0,4
2505,0,0,3,0,0,0,0,3
2506,4,0,0,0,0,0,0,4
2507,2,0,0,0,0,0,0,2
2508,3,0,0,0,0,0,0,3
2509,3,0,1,0,0,1,0,5
2510,4,0,1,0,0,0,0,5
2511,3,1,0,0,0,0,0,4
2512,4,0,0,0,0,0,0,4
2513,2,0,0,0,0,2,0,4
2514,5,0,0,0,0,1,0,6
2515,4,0,0,0,0,1,0,5
2516,1,0,0,0,0,0,0,1
2517,1,1,0,0,0,0,0,2
2518,4,0,0,0,0,0,0,4
2519,4,1,0,0,0,1,0,6
2520,3,0,1,0,0,0,0,4
2521,3,0,0,0,0,0,0,3
2522,1,0,0,0,0,1,0,2
2523,3,0,0,0,0,0,0,3
2524,3,0,0,0,0,0,0,3
2525,1,0,0,0,0,0,0,1
2526,4,0,0,0,0,0,0,4
2527,3,0,1,0,0,1,0,5
2528,2,0,0,0,0,0,0,2
2529,3,0,0,0,0,0,0,3
2530,3,1,1,0,0,1,0,6
2531,6,0,0,0,0,0,0,6
2532,0,0,0,0,0,1,0,1
2533,0,0,0,0,0,1,0,1
2535,4,0,0,0,0,0,0,4
2536,2,0,0,0,0,0,0,2
2537,8,0,0,0,0,2,0,10
2538,1,0,1,0,0,0,0,2
2539,3,0,0,0,0,0,0,3
2540,1,0,1,0,0,2,0,4
2541,2,0,0,0,0,1,0,3
2542,4,0,0,0,0,1,0,5
2543,3,0,0,0,0,0,0,3
2544,2,0,0,0,0,0,0,2
2546,7,0,0,0,0,1,0,8
2547,2,0,0,0,0,0,0,2
2548,1,0,0,0,0,0,0,1
2549,1,1,0,0,0,0,0,2
2550,3,0,1,0,0,0,0,4
2551,3,0,0,0,0,0,0,3
2552,3,0,0,0,0,1,0,4
2553,1,0,0,0,0,0,0,1
2554,3,0,0,0,0,0,0,3
2555,4,0,0,0,0,1,0,5
2556,2,0,0,0,0,0,0,2
2557,2,0,0,0,0,0,0,2
2558,1,0,0,0,0,0,0,1
2559,2,0,0,0,0,0,0,2
2560,6,1,0,0,0,1,0,8
2561,6,0,0,0,0,1,0,7
2562,2,0,0,0,0,0,0,2
2563,2,1,0,0,0,0,0,3
2564,4,0,0,0,0,0,0,4
2565,2,0,0,0,0,0,0,2
2566,2,0,0,0,0,0,0,2
2567,3,0,0,0,0,0,0,3
2568,3,0,0,0,0,0,0,3
2569,2,0,0,0,0,0,0,2
2570,4,0,1,0,0,1,0,6
2571,3,0,1,0,0,1,0,5
2572,4,1,0,0,0,1,0,6
2573,2,1,1,0,0,0,0,4
2574,2,0,1,0,0,0,0,3
2575,3,0,0,0,0,0,0,3
2576,3,0,0,0,0,0,0,3
2577,5,1,0,0,0,0,0,6
2578,3,0,0,0,0,0,0,3
2579,1,0,0,0,0,1,0,2
2580,2,0,0,0,0,0,0,2
2581,3,0,0,0,0,1,0,4
2582,1,0,0,0,0,2,0,3
2583,3,2,0,0,0,0,0,5
2584,2,0,0,0,0,0,0,2
2585,2,0,0,0,0,0,0,2
2586,4,0,1,0,0,0,0,5
2587,5,0,1,0,0,0,0,6
2588,1,0,0,0,0,1,0,2
2589,3,0,0,0,0,1,0,4
2590,4,0,0,0,0,0,0,4
2591,5,0,0,0,0,0,0,5
2592,1,0,0,0,0,0,0,1
2593,2,0,0,0,0,0,0,2
2594,2,0,0,0,0,0,0,2
2595,2,0,0,0,0,0,0,2
2596,4,0,0,0,0,0,0,4
2597,2,0,0,0,0,0,0,2
2598,2,0,0,0,0,0,0,2
2599,3,0,0,0,0,0,0,3
2600,1,0,0,0,0,0,0,1
2601,1,0,0,0,0,0,0,1
2602,2,0,0,0,0,1,0,3
2604,2,0,0,0,0,1,0,3
2605,2,0,0,0,0,0,0,2
2606,3,0,0,0,0,1,0,4
2607,2,0,0,0,0,0,0,2
2608,2,0,0,0,0,0,0,2
2609,1,0,1,0,0,0,0,2
2610,2,0,0,0,0,0,0,2
2611,2,0,0,0,0,0,0,2
2612,2,0,2,0,0,0,0,4
2613,0,0,0,0,0,1,0,1
2614,3,1,0,0,0,0,0,4
2615,2,0,0,0,0,2,0,4
2616,3,0,0,0,0,0,0,3
2617,1,0,0,0,0,1,0,2
2618,5,0,0,0,0,1,0,6
2619,1,0,0,0,0,0,0,1
2620,4,0,0,0,0,0,0,4
2621,1,0,2,0,0,0,0,3
2622,3,0,0,0,0,1,0,4
2623,1,0,0,0,0,0,0,1
2624,3,0,0,0,0,1,0,4
2625,4,1,0,0,0,1,0,6
2626,1,0,0,0,0,0,0,1
2627,3,0,0,0,0,2,0,5
2628,1,0,0,0,0,1,0,2
2629,5,0,0,0,0,0,0,5
2630,2,1,0,0,0,0,0,3
2631,4,0,0,0,0,0,0,4
2632,4,1,0,0,0,2,0,7
2633,1,0,0,0,0,0,0,1
2634,2,0,0,0,0,0,0,2
2635,2,0,0,0,0,0,0,2
2636,1,0,0,0,0,0,0,1
2637,3,0,0,0,0,0,0,3
2638,3,0,0,0,0,0,0,3
2639,3,0,0,0,0,0,0,3
2640,3,0,0,0,0,3,0,6
2641,1,0,0,0,0,2,0,3
2642,1,0,0,0,0,0,0,1
2643,2,0,0,0,0,0,0,2
2644,1,0,1,0,0,0,0,2
2645,3,0,0,0,0,0,0,3
2646,2,0,0,0,0,1,0,3
2647,2,0,0,0,0,0,0,2
2649,2,0,0,0,0,0,0,2
2650,4,1,0,0,0,0,0,5
2651,1,0,0,0,0,0,0,1
2652,0,0,0,0,0,1,0,1
2653,1,0,0,0,0,0,0,1
2654,4,0,0,0,0,1,0,5
2655,5,0,0,0,0,0,0,5
2657,2,0,0,0,0,1,0,3
2658,1,2,0,0,0,0,0,3
2659,2,0,1,0,0,0,0,3
2660,3,0,0,0,0,0,0,3
2662,2,0,0,0,0,0,0,2
2663,2,0,0,0,0,0,0,2
2664,5,0,0,0,0,0,0,5
2666,3,0,0,0,0,0,0,3
2667,3,0,0,0,0,0,0,3
2668,1,0,0,0,0,1,0,2
2669,4,0,0,0,0,0,0,4
2670,6,0,0,0,0,1,0,7
2671,1,1,0,0,0,0,0,2
2672,2,0,0,0,0,0,0,2
2673,2,0,1,0,0,0,0,3
2674,1,1,0,0,0,0,0,2
2675,1,0,0,0,0,1,0,2
2676,2,0,0,0,0,0,0,2
2677,2,0,0,0,0,0,0,2
2679,4,0,0,0,0,0,0,4
2680,2,0,0,0,0,1,0,3
2681,1,0,0,0,0,0,0,1
2682,1,0,1,0,0,0,0,2
2683,3,0,0,0,0,1,0,4
2684,4,0,1,0,0,1,0,6
2685,3,0,0,0,0,0,0,3
2686,3,0,0,0,0,0,0,3
2687,1,0,0,0,0,0,0,1
2689,2,2,0,0,0,0,0,4
2690,2,0,0,0,0,0,0,2
2691,0,1,0,0,0,0,0,1
2692,1,0,1,1,0,0,0,3
2693,10,0,1,0,0,2,0,13
2694,0,0,0,0,0,1,0,1
2695,0,0,1,0,0,0,0,1
2696,2,0,1,0,0,0,0,3
2697,2,0,0,0,0,0,0,2
2698,5,0,0,0,0,0,0,5
2699,3,0,0,0,0,2,0,5
2700,3,1,0,0,0,1,0,5
2701,2,0,0,0,0,1,0,3
2702,1,1,0,0,0,0,0,2
2703,1,0,0,0,0,0,0,1
2704,2,0,0,0,0,0,0,2
2705,0,0,0,0,0,1,0,1
2707,2,0,0,0,0,0,0,2
2708,4,0,0,0,0,0,0,4
2709,3,3,0,0,0,0,0,6
2710,5,0,0,0,0,0,0,5
2711,5,0,0,0,0,0,0,5
2712,4,0,0,0,0,0,0,4
2713,1,0,0,0,0,0,0,1
2714,2,0,0,0,0,0,0,2
2715,4,0,0,0,0,1,0,5
2716,4,0,0,0,0,0,0,4
2717,2,0,0,0,0,0,0,2
2718,2,0,0,0,0,1,0,3
2719,0,0,0,0,0,1,0,1
2720,5,1,0,0,0,0,0,6
2722,3,0,0,0,0,0,0,3
2723,3,0,0,0,0,0,0,3
2724,1,0,0,0,0,0,0,1
2725,6,0,0,0,0,0,0,6
2726,2,0,0,0,0,0,0,2
2727,2,0,0,0,0,0,0,2
2728,3,0,0,0,0,1,0,4
2729,6,0,0,0,0,0,0,6
2730,2,0,2,0,0,1,0,5
2731,1,0,1,0,0,0,0,2
2732,2,0,0,0,0,0,0,2
2733,0,0,0,0,0,1,0,1
2734,1,0,0,0,0,0,0,1
2735,3,0,0,0,0,0,0,3
2736,2,0,0,0,0,0,0,2
2737,1,0,0,0,0,0,0,1
2738,3,0,1,0,0,1,0,5
2739,0,0,0,0,0,1,0,1
2740,2,0,0,0,0,0,0,2
2741,2,0,0,0,0,0,0,2
2742,2,0,0,0,0,0,0,2
2743,3,1,0,0,0,0,0,4
2745,3,0,0,0,0,0,0,3
2746,5,0,0,0,0,0,0,5
2748,0,0,0,0,0,1,0,1
2749,3,0,0,0,0,1,0,4
2750,5,0,0,0,0,0,0,5
2751,2,0,0,0,0,0,0,2
2752,3,1,0,0,0,0,0,4
2754,6,0,1,0,0,0,0,7
2755,0,0,0,0,0,1,0,1
2756,3,0,0,0,0,0,0,3
2757,5,0,0,0,0,1,0,6
2759,2,0,0,0,0,0,0,2
2760,1,0,0,0,0,0,0,1
2761,2,0,0,0,0,0,0,2
2762,4,0,0,0,0,0,0,4
2763,0,1,0,0,0,0,0,1
2764,3,0,0,0,0,0,0,3
2765,2,0,0,0,0,0,0,2
2766,0,0,0,0,0,1,0,1
2767,2,0,0,0,0,0,0,2
2768,7,0,1,0,0,0,0,8
2769,3,0,0,0,0,0,0,3
2770,3,0,1,0,0,0,0,4
2771,1,0,0,0,0,0,0,1
2772,1,0,0,0,0,0,0,1
2773,0,0,1,0,0,0,0,1
2774,7,1,1,0,0,1,0,10
2775,1,0,0,0,0,0,0,1
2776,3,0,0,0,0,0,0,3
2777,1,0,0,0,0,0,0,1
2779,2,0,0,0,0,0,0,2
2780,4,0,2,0,0,0,0,6
2781,1,0,2,0,0,1,0,4
2783,1,0,1,0,0,1,0,3
2784,2,0,0,0,0,0,0,2
2785,3,0,0,0,0,0,0,3
2786,1,0,0,0,0,1,0,2
2787,2,0,0,0,0,0,0,2
2789,1,0,0,0,0,0,0,1
2790,4,1,0,0,0,0,0,5
2792,4,0,0,0,0,0,0,4
2793,8,0,0,0,0,0,0,8
2795,3,0,0,0,0,1,0,4
2796,1,0,0,0,0,0,0,1
2797,2,0,0,0,0,1,0,3
2798,1,0,1,0,0,0,0,2
2799,4,0,0,0,0,0,0,4
2800,4,0,0,0,0,0,0,4
2801,0,0,0,0,0,1,0,1
2803,1,0,0,0,0,1,0,2
2805,2,0,0,0,0,0,0,2
2806,2,0,0,0,0,0,0,2
2807,1,0,0,0,0,0,0,1
2808,1,0,0,0,0,0,0,1
2809,2,0,1,0,0,0,0,3
2812,4,0,0,0,0,0,0,4
2814,2,0,0,0,0,0,0,2
2815,6,4,1,0,0,1,0,12
2816,5,0,0,0,0,2,0,7
2817,2,0,0,0,0,0,0,2
2818,2,0,0,0,0,0,0,2
2819,1,0,0,0,0,0,0,1
2820,2,0,0,0,0,1,0,3
2821,1,0,1,0,0,1,0,3
2822,1,0,0,0,0,0,0,1
2823,6,0,0,0,0,0,0,6
2824,4,1,0,0,0,0,0,5
2825,2,0,0,0,0,0,0,2
2826,1,0,0,0,0,0,0,1
2827,1,0,0,0,0,1,0,2
2828,2,0,0,0,0,0,0,2
2829,0,0,0,0,0,1,0,1
2830,3,0,0,0,0,1,0,4
2831,2,0,0,0,0,0,0,2
2832,5,0,0,0,0,0,0,5
2833,5,0,0,0,0,0,0,5
2835,2,0,0,0,0,0,0,2
2836,1,0,0,0,0,0,0,1
2837,2,0,0,0,0,0,0,2
2838,2,0,0,0,0,0,0,2
2839,1,0,0,0,0,0,0,1
2840,3,0,0,0,0,0,0,3
2841,1,0,0,0,0,0,0,1
2842,1,0,0,0,0,0,0,1
2843,3,0,1,0,0,0,0,4
2844,2,0,0,0,0,0,0,2
2845,2,0,0,0,0,0,0,2
2846,2,0,0,0,0,0,0,2
2847,1,0,0,0,0,0,0,1
2848,1,0,0,0,0,0,0,1
2849,3,0,0,0,0,1,0,4
2850,2,0,0,0,0,0,0,2
2851,0,0,1,0,0,0,0,1
2852,2,0,0,0,0,1,0,3
2853,1,1,0,0,0,2,0,4
2854,3,0,0,0,0,0,0,3
2855,3,0,0,0,0,0,0,3
2856,6,0,3,0,0,0,0,9
2857,1,0,0,0,0,0,0,1
2858,1,0,0,0,0,0,0,1
2859,3,0,0,0,0,0,0,3
2860,4,0,0,0,0,0,0,4
2861,1,0,0,0,0,0,0,1
2862,1,0,0,0,0,0,0,1
2863,1,0,0,0,0,0,0,1
2864,4,0,0,0,0,0,0,4
2865,0,0,1,0,0,0,0,1
2866,1,0,1,0,0,0,0,2
2868,2,0,0,0,0,0,0,2
2869,2,0,0,0,0,0,0,2
2870,1,0,0,0,0,0,0,1
2871,4,0,0,0,0,0,0,4
2872,2,0,0,0,0,0,0,2
2873,3,0,1,0,0,0,0,4
2874,3,0,0,0,0,0,0,3
2875,1,0,0,0,0,0,0,1
2876,3,0,0,0,0,2,0,5
2877,6,0,0,0,0,2,0,8
2878,4,0,0,0,0,0,0,4
2879,3,1,0,0,0,1,0,5
2880,8,1,0,0,0,0,0,9
2881,3,0,0,0,0,1,0,4
2882,3,0,0,0,0,0,0,3
2883,5,0,0,0,0,0,0,5
2884,1,0,0,0,0,0,0,1
2885,2,0,1,0,0,0,0,3
2886,2,0,0,0,0,0,0,2
2888,3,0,0,0,0,0,0,3
2889,2,0,0,0,0,0,0,2
2890,3,0,0,0,0,0,0,3
2891,2,0,0,0,0,0,0,2
2892,1,0,0,0,0,1,0,2
2893,1,0,0,0,0,0,0,1
2894,2,0,0,0,0,1,0,3
2895,3,0,0,0,0,0,0,3
2896,3,0,0,0,0,2,0,5
2897,1,0,1,0,0,0,0,2
2898,2,0,0,0,0,0,0,2
2899,1,0,0,0,0,0,0,1
2900,1,0,0,0,0,0,0,1
2901,2,0,0,0,0,0,0,2
2902,2,0,1,0,0,1,0,4
2903,1,0,0,1,0,1,0,3
2904,5,0,0,0,0,0,0,5
2905,4,0,0,0,0,1,0,5
2906,4,0,1,0,0,0,0,5
2907,2,0,0,0,0,1,0,3
2908,0,1,1,0,0,0,0,2
2909,3,1,0,0,0,0,0,4
2910,2,0,0,0,0,1,0,3
2911,1,0,0,0,0,0,0,1
2912,2,0,0,0,0,0,0,2
2913,1,0,0,0,0,0,0,1
2914,3,0,0,0,0,0,0,3
2915,6,0,0,0,0,1,0,7
2916,1,0,1,0,0,1,0,3
2917,6,0,0,0,0,0,0,6
2918,4,0,0,0,0,0,0,4
2919,2,0,0,0,0,0,0,2
2920,3,0,0,0,0,0,0,3
2921,2,1,0,0,0,0,0,3
2922,1,0,0,0,0,0,0,1
2923,3,0,0,0,0,2,0,5
2925,2,0,0,0,0,0,0,2
2926,3,0,0,0,0,0,0,3
2927,1,1,0,0,0,0,0,2
2928,3,0,0,0,0,0,0,3
2930,3,0,0,0,0,0,0,3
2931,2,0,0,0,0,1,0,3
2932,1,1,0,0,0,0,0,2
2933,2,0,0,0,0,0,0,2
2935,3,0,1,0,0,0,0,4
2936,1,0,0,0,0,0,0,1
2938,6,1,2,0,0,1,0,10
2939,5,0,0,0,0,0,0,5
2940,2,0,0,0,0,0,0,2
2941,0,1,0,0,0,0,0,1
2942,2,0,0,0,0,0,0,2
2943,1,0,0,0,0,1,0,2
2944,1,0,0,0,0,0,0,1
2945,1,0,0,0,0,0,0,1
2947,1,0,0,0,0,0,0,1
2948,1,0,0,0,0,0,0,1
2949,1,0,0,0,0,1,0,2
2950,1,0,0,0,0,0,0,1
2951,3,0,0,0,0,1,0,4
2952,3,0,1,0,0,1,0,5
2953,2,0,0,0,0,0,0,2
2954,2,0,0,0,0,0,0,2
2955,2,0,0,0,0,1,0,3
2956,1,0,0,0,0,0,0,1
2957,0,1,2,0,0,0,0,3
2958,2,0,1,0,0,0,0,3
2959,1,0,0,0,0,0,0,1
2960,3,0,0,0,0,0,0,3
2961,2,0,1,0,0,0,0,3
2962,2,0,0,0,0,0,0,2
2963,3,0,1,0,0,0,0,4
2964,3,0,0,0,0,0,0,3
2965,1,0,0,0,0,1,0,2
2966,0,0,1,0,0,1,0,2
2967,2,0,0,0,0,0,0,2
2968,2,0,0,0,0,2,0,4
2969,2,0,0,0,0,0,0,2
2970,3,0,0,0,0,0,0,3
2971,2,0,0,0,0,0,0,2
2972,3,1,0,0,0,1,0,5
2973,1,0,0,0,0,1,0,2
2974,1,0,1,0,0,0,0,2
2977,2,0,0,0,0,0,0,2
2978,0,0,0,0,0,1,0,1
2979,1,0,0,0,0,0,0,1
2980,1,1,1,0,0,0,0,3
2981,1,0,0,0,0,0,0,1
2982,2,0,0,0,0,1,0,3
2983,2,0,0,0,0,1,0,3
2984,2,0,0,0,0,0,0,2
2985,2,0,0,0,0,0,0,2
2986,2,0,0,0,0,0,0,2
2987,1,0,0,0,0,0,0,1
2988,0,0,1,0,0,0,0,1
2989,1,0,0,0,0,0,0,1
2990,1,0,0,0,0,0,0,1
2991,2,1,0,0,0,0,0,3
2992,1,0,0,0,0,0,0,1
2993,1,0,0,0,0,0,0,1
2994,1,0,0,0,0,1,0,2
2995,1,1,0,0,0,0,0,2
2996,3,0,0,0,0,0,0,3
