Consumo,TCO,TCS,TIN,TMT,TMTb,TRE,TUD,Total general
739,16,1,2,0,0,19,0,38
740,30,0,0,0,0,27,0,57
741,20,0,1,0,0,24,0,45
742,21,2,1,0,0,22,0,46
743,15,0,0,0,0,15,0,30
744,36,1,0,0,0,23,0,60
745,24,0,1,0,0,21,0,46
746,23,1,1,0,0,22,0,47
747,13,0,0,0,0,16,0,29
748,18,0,0,0,0,17,0,35
749,19,2,2,0,0,20,0,43
750,44,3,2,0,0,41,0,90
751,27,2,1,0,0,25,0,55
752,17,1,0,0,0,26,0,44
753,22,3,2,0,0,19,0,46
754,10,1,0,0,0,26,0,37
755,22,2,1,0,0,20,0,45
756,24,2,0,0,0,20,0,46
757,26,1,1,0,0,24,0,52
758,26,0,0,0,0,16,0,42
759,25,3,0,0,0,26,0,54
760,19,0,1,0,0,20,0,40
761,10,1,0,0,0,9,0,20
762,21,1,2,0,0,20,0,44
763,15,1,0,0,0,26,0,42
764,28,1,2,0,0,20,0,51
765,26,2,0,0,0,27,0,55
766,21,1,1,0,0,24,0,47
767,23,0,2,0,0,21,0,46
768,22,1,2,0,0,18,0,43
769,19,3,1,0,0,18,0,41
770,24,0,1,0,0,22,0,47
771,23,3,0,0,0,18,0,44
772,15,1,0,0,0,23,0,39
773,15,0,1,0,0,22,0,38
774,19,0,0,0,0,22,0,41
775,25,0,0,0,0,28,0,53
776,17,3,0,0,0,18,0,38
777,22,4,0,0,0,19,0,45
778,22,1,1,0,0,18,0,42
779,13,2,1,0,0,9,0,25
780,44,2,0,0,0,31,0,77
781,20,4,3,0,0,22,0,49
782,11,1,0,0,0,15,0,27
783,12,2,1,0,0,26,0,41
784,33,0,3,0,0,11,0,47
785,25,0,3,0,0,27,0,55
786,19,0,2,0,0,14,0,35
787,19,1,0,0,0,19,0,39
788,16,0,0,0,0,18,0,34
789,23,3,0,0,0,13,0,39
790,23,0,0,0,0,18,0,41
791,15,2,2,0,0,15,0,34
792,30,1,1,0,0,23,0,55
793,12,0,0,0,0,15,0,27
794,22,2,2,0,0,16,0,42
795,28,0,0,0,0,16,0,44
796,21,1,0,0,0,19,0,41
797,17,1,0,0,0,15,0,33
798,26,1,0,0,0,13,0,40
799,19,1,0,0,0,10,0,30
800,25,3,1,0,0,12,0,41
801,22,1,0,0,0,16,0,39
802,21,0,0,0,0,13,0,34
803,13,2,0,0,0,12,0,27
804,22,2,0,0,0,17,0,41
805,20,2,0,0,0,26,0,48
806,17,0,0,0,0,14,0,31
807,14,2,2,0,0,21,0,39
808,15,2,0,0,0,19,0,36
809,22,2,1,0,0,21,0,46
810,26,3,0,0,0,32,0,61
811,17,1,1,0,0,11,0,30
812,13,1,2,0,0,16,0,32
813,19,0,0,0,0,12,0,31
814,20,1,0,0,0,14,0,35
815,25,0,0,0,0,12,0,37
816,24,2,1,0,0,9,0,36
817,20,0,0,0,0,22,0,42
818,22,1,1,0,0,19,0,43
819,22,0,0,0,0,13,0,35
820,23,0,0,0,0,15,0,38
821,21,2,1,0,0,25,0,49
822,28,0,1,0,0,21,0,50
823,8,0,2,0,0,19,0,29
824,18,2,0,0,0,15,0,35
825,24,1,2,0,0,20,0,47
826,20,0,0,0,0,7,0,27
827,18,3,0,0,0,12,0,33
828,28,1,1,0,0,13,0,43
829,20,0,1,0,0,11,0,32
830,19,1,1,0,0,19,0,40
831,22,0,1,0,0,18,0,41
832,20,3,0,0,0,19,0,42
833,16,2,2,0,0,16,0,36
834,19,3,0,0,0,10,0,32
835,21,2,0,0,0,12,0,35
836,15,1,0,0,0,13,0,29
837,22,2,0,0,0,22,0,46
838,27,2,0,0,0,21,0,50
839,18,1,0,0,0,16,0,35
840,30,3,5,0,0,21,0,59
841,17,2,0,0,0,9,0,28
842,14,0,0,0,0,15,0,29
843,16,0,0,0,0,15,0,31
844,20,2,0,0,0,14,0,36
845,16,1,1,0,0,11,0,29
846,21,1,0,0,0,13,0,35
847,19,0,0,0,0,9,0,28
848,15,2,0,0,0,10,0,27
849,18,0,3,0,0,19,0,40
850,22,0,1,0,0,16,0,39
851,20,2,0,0,0,10,0,32
852,21,1,3,0,0,9,0,34
853,23,0,1,0,0,15,0,39
854,28,3,0,0,0,8,0,39
855,20,0,0,0,0,21,0,41
856,19,0,1,0,0,16,0,36
857,25,1,3,1,0,12,0,42
858,24,2,3,0,0,6,0,35
859,14,2,0,0,0,19,0,35
860,12,0,1,0,0,11,0,24
861,24,0,0,0,0,13,0,37
862,20,2,1,0,0,11,0,34
863,18,3,1,0,0,20,0,42
864,21,0,2,0,0,15,0,38
865,22,1,2,0,0,8,0,33
866,19,0,1,0,0,15,0,35
867,15,1,1,0,0,11,0,28
868,14,0,3,0,0,12,0,29
869,21,1,0,0,0,10,0,32
870,25,3,1,0,0,13,0,42
871,21,0,0,0,0,10,0,31
872,19,1,1,0,0,9,0,30
873,16,1,0,0,0,9,0,26
874,16,3,2,0,0,13,0,34
875,18,2,0,0,0,13,0,33
876,15,1,2,0,0,19,0,37
877,18,1,0,0,0,14,0,33
878,12,0,1,0,0,8,0,21
879,18,1,0,0,0,15,0,34
880,18,2,0,0,0,11,0,31
881,17,3,0,0,0,14,0,34
882,22,3,1,0,0,12,0,38
883,16,1,2,0,0,11,0,30
884,16,2,1,0,0,20,0,39
885,24,1,2,0,0,20,0,47
886,18,0,1,0,0,7,0,26
887,18,0,1,0,0,16,0,35
888,19,0,0,0,0,12,0,31
889,14,0,0,0,0,15,0,29
890,23,1,0,0,0,18,0,42
891,21,2,1,0,0,16,0,40
892,12,1,2,0,0,20,0,35
893,14,0,1,0,0,8,0,23
894,19,1,0,0,0,10,0,30
895,12,0,0,0,0,9,0,21
896,14,1,1,0,0,6,0,22
897,16,2,1,0,0,14,0,33
898,13,2,1,0,0,9,0,25
899,17,0,1,0,0,19,0,37
900,32,1,0,0,0,22,0,55
901,10,1,1,0,0,11,0,23
902,18,1,1,0,0,9,0,29
903,10,1,0,0,0,13,0,24
904,16,4,1,0,0,4,0,25
905,20,0,0,0,0,16,0,36
906,13,1,0,0,0,20,0,34
907,20,0,0,0,0,8,0,28
908,15,1,0,0,0,5,0,21
909,19,2,1,0,0,14,0,36
910,21,2,1,0,0,9,0,33
911,24,1,0,0,0,10,0,35
912,23,1,0,0,0,12,0,36
913,23,0,0,0,0,10,0,33
914,22,1,0,0,0,9,0,32
915,21,1,0,0,0,11,0,33
916,20,1,0,0,0,10,0,31
917,27,1,2,0,0,8,0,38
918,15,1,3,0,0,9,0,28
919,19,4,0,0,0,11,0,34
920,26,1,0,0,0,15,0,42
921,15,1,0,0,0,13,0,29
922,18,0,0,0,0,9,0,27
923,18,1,0,0,0,13,0,32
924,14,0,0,0,0,9,0,23
925,17,0,1,0,0,9,0,27
926,20,1,0,0,0,14,0,35
927,14,2,2,0,0,9,0,27
928,11,1,0,0,0,11,0,23
929,20,1,0,0,0,9,0,30
930,16,2,2,0,0,20,0,40
931,16,2,1,0,0,11,0,30
932,20,0,1,0,0,6,0,27
933,19,1,1,0,0,10,0,31
934,21,1,3,0,0,11,0,36
935,13,1,0,0,0,12,0,26
936,20,0,1,0,0,9,0,30
937,19,2,0,0,0,11,0,32
938,19,1,0,0,0,11,0,31
939,26,0,1,0,0,16,0,43
940,19,1,0,0,0,15,0,35
941,12,0,0,0,0,12,0,24
942,14,0,0,0,0,12,0,26
943,20,1,1,0,0,12,0,34
944,12,0,1,0,0,8,0,21
945,22,1,0,0,0,12,0,35
946,14,1,0,0,0,10,0,25
947,13,2,0,0,0,9,0,24
948,9,1,0,0,0,15,0,25
949,13,0,0,0,0,4,0,17
950,12,0,1,0,0,8,0,21
951,19,1,1,0,0,10,0,31
952,25,1,0,0,0,6,0,32
953,10,1,0,0,0,10,0,21
954,14,3,2,0,0,9,0,28
955,17,1,0,0,0,10,1,29
956,19,1,2,0,0,8,0,30
957,13,2,0,0,0,6,0,21
958,25,0,0,0,0,5,0,30
959,16,0,1,0,0,15,0,32
960,35,0,0,0,0,17,0,52
961,19,0,0,0,0,11,0,30
962,13,1,0,0,0,7,0,21
963,13,0,0,0,0,17,0,30
964,11,1,1,0,0,11,0,24
965,15,1,0,0,0,10,0,26
966,21,0,1,0,0,8,0,30
967,14,1,1,0,0,4,0,20
968,13,0,1,0,0,12,0,26
969,11,2,2,0,0,9,0,24
970,18,0,1,0,0,5,0,24
971,9,0,0,0,0,6,0,15
972,11,0,0,0,0,10,0,21
973,17,1,2,0,0,12,0,32
974,8,2,2,0,0,5,0,17
975,12,2,0,0,0,14,0,28
976,13,0,1,0,0,12,0,26
977,13,0,1,0,0,8,0,22
978,13,1,2,0,0,11,0,27
979,17,1,6,0,0,8,0,32
980,15,0,1,0,0,9,0,25
981,15,1,1,0,0,10,0,27
982,18,0,0,0,0,17,0,35
983,9,0,2,0,0,9,0,20
984,17,2,0,0,0,6,0,25
985,15,1,1,0,0,13,0,30
986,11,0,0,0,0,10,0,21
987,10,0,0,0,0,3,0,13
988,25,2,1,0,0,9,0,37
989,12,2,1,0,0,11,0,26
990,24,1,0,0,0,10,0,35
991,13,1,0,0,0,11,0,25
992,11,2,0,0,0,11,0,24
993,16,0,0,0,0,12,0,28
994,17,2,0,0,0,10,0,29
995,11,0,2,0,0,8,0,21
996,7,2,0,0,0,12,0,21
997,15,0,0,0,0,8,0,23
998,8,0,1,0,0,14,0,23
999,17,0,1,0,0,3,0,21
1000,19,0,1,0,0,5,0,25
1001,19,1,0,0,0,7,0,27
1002,10,2,0,0,0,9,0,21
1003,6,0,0,0,0,5,0,11
1004,14,0,0,0,0,9,0,23
1005,14,2,2,0,0,4,0,22
1006,9,1,1,0,0,7,0,18
1007,13,1,0,0,0,4,0,18
1008,9,0,0,0,0,7,0,16
1009,8,1,0,0,0,5,0,14
1010,10,2,0,0,0,9,0,21
1011,17,0,0,0,0,6,0,23
1012,12,0,0,0,0,4,0,16
1013,14,5,0,0,0,7,0,26
1014,11,0,0,0,0,4,0,15
1015,13,2,1,0,0,11,0,27
1016,9,1,0,0,0,9,0,19
1017,11,1,1,0,0,2,0,15
1018,7,1,0,0,0,10,0,18
1019,19,0,2,0,0,3,0,24
1020,18,4,2,0,0,8,0,32
1021,12,0,1,0,0,13,0,26
1022,12,0,0,0,0,7,0,19
1023,12,0,0,0,0,8,0,20
1024,11,0,1,0,0,9,0,21
1025,15,2,0,0,0,6,0,23
1026,12,1,1,0,0,9,0,23
1027,12,0,0,0,0,7,0,19
1028,10,0,3,0,0,9,0,22
1029,9,0,0,0,0,10,0,19
1030,13,1,0,0,0,6,0,20
1031,12,0,1,0,0,8,0,21
1032,13,1,1,0,0,6,0,21
1033,15,1,0,0,0,9,0,25
1034,16,1,0,0,0,6,0,23
1035,17,0,1,0,0,8,0,26
1036,16,3,1,0,0,10,0,30
1037,14,0,0,0,0,5,0,19
1038,16,0,2,0,0,3,0,21
1039,15,1,0,0,0,4,0,20
1040,10,0,1,0,0,12,0,23
1041,13,1,1,0,0,11,0,26
1042,10,3,0,0,0,5,0,18
1043,13,1,1,0,0,9,0,24
1044,13,1,0,0,0,7,0,21
1045,7,0,0,0,0,12,0,19
1046,13,1,0,0,0,6,0,20
1047,10,0,1,0,0,9,0,20
1048,10,2,1,0,0,8,0,21
1049,6,2,1,0,0,6,0,15
1050,19,1,4,0,0,18,0,42
1051,9,1,0,0,0,9,0,19
1052,9,0,1,0,0,12,0,22
1053,12,1,0,0,0,11,0,24
1054,11,0,2,0,0,5,0,18
1055,9,0,2,0,0,6,0,17
1056,17,0,1,0,0,6,0,24
1057,12,0,2,0,0,7,0,21
1058,9,0,1,0,0,10,0,20
1059,12,0,0,0,0,10,0,22
1060,13,1,1,0,0,5,0,20
1061,12,0,1,0,0,9,0,22
1062,8,0,0,0,0,6,0,14
1063,10,1,1,0,0,10,0,22
1064,15,0,1,0,0,4,0,20
1065,7,1,0,0,0,4,0,12
1066,12,0,0,0,0,6,0,18
1067,23,2,0,0,0,11,0,36
1068,10,0,0,0,0,7,0,17
1069,16,0,0,0,0,6,0,22
1070,17,0,0,0,0,4,0,21
1071,9,1,0,0,0,4,0,14
1072,13,2,0,0,0,13,0,28
1073,13,1,0,0,0,8,0,22
1074,11,0,1,0,0,4,0,16
1075,11,0,0,0,0,8,0,19
1076,10,0,0,0,0,3,0,13
1077,13,1,1,0,0,4,0,19
1078,13,1,1,0,0,4,0,19
1079,14,0,1,0,0,8,0,23
1080,22,1,1,0,0,13,0,37
1081,9,1,1,0,0,7,0,18
1082,12,1,1,0,0,14,0,28
1083,13,0,0,0,0,9,0,22
1084,13,0,0,0,0,4,0,17
1085,19,0,1,0,0,6,0,26
1086,8,1,1,0,0,7,0,17
1087,11,0,1,0,0,4,0,16
1088,10,1,0,0,0,7,0,18
1089,12,0,1,0,0,3,0,16
1090,17,0,0,0,0,8,0,25
1091,16,1,1,0,0,11,0,29
1092,11,1,1,0,0,3,0,16
1093,17,2,1,0,0,8,0,28
1094,11,1,0,0,0,6,0,18
1095,15,0,1,0,0,5,0,21
1096,6,1,0,0,0,3,0,10
1097,10,0,0,0,0,6,0,16
1098,13,0,1,0,0,5,0,19
1099,16,2,0,0,0,8,0,26
1100,10,2,1,0,0,5,0,18
1101,15,0,0,0,0,7,0,22
1102,17,3,3,0,0,9,0,32
1103,14,2,1,0,0,7,0,24
1104,6,0,1,0,0,1,0,8
1105,13,1,1,0,0,5,0,20
1106,17,3,0,0,0,10,0,30
1107,14,0,0,0,0,4,0,18
1108,10,1,0,0,0,6,0,17
1109,6,1,0,0,0,10,0,17
1110,17,0,1,0,0,10,0,28
1111,5,0,0,0,0,7,0,12
1112,15,0,0,0,0,6,0,21
1113,9,0,0,0,0,3,0,12
1114,15,2,0,0,0,9,0,26
1115,9,0,0,0,0,9,0,18
1116,13,0,1,0,0,7,0,21
1117,13,2,0,0,0,3,0,18
1118,9,0,0,0,0,1,0,10
1119,8,0,4,0,0,4,0,16
1120,13,0,1,0,0,4,0,18
1121,9,2,1,0,0,4,0,16
1122,6,1,0,0,0,5,0,12
1123,9,0,0,0,0,5,0,14
1124,10,0,0,0,0,7,0,17
1125,19,1,0,0,0,8,0,28
1126,6,0,0,0,0,7,0,13
1127,17,1,1,0,0,5,0,24
1128,13,0,2,0,0,5,0,20
1129,18,0,0,0,0,6,0,24
1130,13,0,1,0,0,8,0,22
1131,17,1,1,0,0,4,0,23
1132,12,0,0,0,0,8,0,20
1133,9,0,0,0,0,5,0,14
1134,14,2,0,0,0,4,0,20
1135,13,0,0,0,0,9,0,22
1136,10,2,0,0,0,8,0,20
1137,17,0,0,0,0,8,0,25
1138,13,0,0,0,0,14,0,27
1139,15,0,0,0,0,10,0,25
1140,14,2,1,0,0,9,0,26
1141,16,0,0,0,0,5,0,21
1142,11,1,3,0,0,2,0,17
1143,9,1,2,0,0,6,0,18
1144,8,0,0,0,0,4,0,12
1145,14,1,0,0,0,6,0,21
1146,11,0,0,0,0,6,0,17
1147,15,1,2,0,0,5,0,23
1148,14,0,0,0,0,8,0,22
1149,8,0,1,0,0,4,0,13
1150,10,0,2,0,0,6,0,18
1151,10,0,0,0,0,6,0,16
1152,11,0,1,0,0,7,0,19
1153,16,0,0,0,0,6,0,22
1154,10,1,0,0,0,5,0,16
1155,10,2,1,0,0,6,0,19
1156,9,2,1,0,0,3,0,15
1157,12,0,2,0,0,5,0,19
1158,10,1,0,0,0,8,0,19
1159,13,1,0,0,0,8,0,22
1160,10,0,0,0,0,9,0,19
1161,16,0,1,0,0,4,0,21
1162,9,0,0,0,0,6,0,15
1163,16,1,0,0,0,4,0,21
1164,15,1,1,0,0,3,0,20
1165,10,1,0,0,0,7,0,18
1166,12,0,0,0,0,4,0,16
1167,9,0,0,0,0,2,0,11
1168,10,1,0,0,0,6,0,17
1169,18,1,1,0,0,4,0,24
1170,20,0,0,0,0,9,0,29
1171,7,0,0,0,0,5,0,12
1172,10,0,0,0,0,3,0,13
1173,6,1,0,0,0,5,0,12
1174,19,0,0,0,0,3,0,22
1175,15,0,1,0,0,4,0,20
1176,5,1,0,0,0,9,0,15
1177,7,2,0,0,0,5,0,14
1178,13,2,0,0,0,4,0,19
1179,10,3,1,0,0,7,0,21
1180,9,1,1,0,0,1,0,12
1181,9,2,0,0,0,6,0,17
1182,8,0,0,0,0,4,0,12
1183,10,2,0,0,0,5,0,17
1184,11,0,0,0,0,4,0,15
1185,13,0,1,0,0,7,0,21
1186,6,2,0,0,0,9,0,17
1187,8,0,0,0,0,5,0,13
1188,15,1,0,0,0,3,0,19
1189,4,1,0,0,0,3,0,8
1190,15,0,0,0,0,4,0,19
1191,8,1,1,0,0,8,0,18
1192,10,1,0,0,0,5,0,16
1193,6,0,1,0,0,6,0,13
1194,18,1,0,0,0,1,0,20
1195,12,0,0,0,0,8,0,20
1196,14,0,0,0,0,7,0,21
1197,12,0,1,0,0,6,0,19
1198,5,1,0,0,0,7,0,13
1199,10,0,0,0,0,2,0,12
1200,17,2,4,0,0,8,0,31
1201,7,0,0,0,0,2,0,9
1202,9,1,1,0,0,1,0,12
1203,10,4,0,0,0,11,0,25
1204,13,1,1,0,0,2,0,17
1205,4,1,1,0,0,5,0,11
1206,13,0,0,0,0,4,0,17
1207,11,1,0,0,0,6,0,18
1208,10,0,0,0,0,6,0,16
1209,10,0,0,0,0,4,0,14
1210,8,0,3,0,0,6,0,17
1211,13,0,0,0,0,6,0,19
1212,13,1,2,0,0,3,0,19
1213,11,0,0,0,0,4,0,15
1214,6,0,0,0,0,4,0,10
1215,21,0,1,0,0,10,0,32
1216,10,1,0,0,0,5,0,16
1217,11,2,0,0,0,6,0,19
1218,6,0,0,0,0,8,0,14
1219,8,0,0,0,0,7,0,15
1220,8,2,0,0,0,3,0,13
1221,9,3,0,0,0,4,0,16
1222,18,0,0,0,0,6,0,24
1223,15,0,0,0,0,3,0,18
1224,17,1,1,1,0,9,0,29
1225,16,0,0,0,0,5,0,21
1226,12,1,1,0,0,4,0,18
1227,17,2,0,0,0,4,0,23
1228,7,0,0,0,0,6,0,13
1229,10,0,2,0,0,7,0,19
1230,10,0,0,0,0,5,0,15
1231,15,1,2,0,0,2,0,20
1232,9,0,1,0,0,6,0,16
1233,14,0,1,0,0,4,0,19
1234,7,0,2,0,0,5,0,14
1235,16,2,1,0,0,3,0,22
1236,12,1,0,0,0,5,0,18
1237,10,2,0,0,0,1,0,13
1238,13,1,1,0,0,4,0,19
1239,9,1,1,0,0,4,0,15
1240,11,0,0,0,0,3,0,14
1241,13,1,1,0,0,6,0,21
1242,10,0,1,0,0,8,0,19
1243,11,0,2,0,0,8,0,21
1244,9,0,0,0,0,5,0,14
1245,13,0,0,0,0,5,0,18
1246,8,2,0,0,0,6,0,16
1247,11,2,0,0,0,2,0,15
1248,9,2,1,0,0,4,0,16
1249,9,0,1,0,0,2,0,12
1250,12,0,2,0,0,8,0,22
1251,7,0,1,0,0,6,0,14
1252,12,0,0,0,0,8,0,20
1253,9,1,0,0,0,7,0,17
1254,11,1,0,0,0,7,0,19
1255,7,1,2,0,0,5,0,15
1256,12,0,1,0,0,5,0,18
1257,6,1,0,0,0,4,0,11
1258,9,0,0,0,0,8,0,17
1259,11,2,0,0,0,4,0,17
1260,13,0,0,0,0,7,0,20
1261,13,0,0,0,0,2,0,15
1262,7,0,0,0,0,2,0,9
1263,18,0,1,0,0,3,0,22
1264,8,0,1,0,0,8,0,17
1265,11,2,2,0,0,4,0,19
1266,6,1,0,0,0,6,0,13
1267,13,1,1,0,0,2,0,17
1268,13,1,1,0,0,7,0,22
1269,7,0,1,0,0,5,0,13
1270,11,0,0,0,0,5,0,16
1271,9,1,1,0,0,5,0,16
1272,7,1,0,0,0,3,0,11
1273,12,1,0,0,0,7,0,20
1274,6,0,0,0,0,6,0,12
1275,8,2,0,0,0,2,0,12
1276,7,0,0,0,0,4,0,11
1277,12,0,0,0,0,3,0,15
1278,7,0,0,0,0,4,0,11
1279,10,0,0,0,0,3,0,13
1280,17,1,1,0,0,6,0,25
1281,11,1,0,0,0,3,0,15
1282,10,0,0,0,0,5,0,15
1283,7,1,0,0,0,0,0,8
1284,9,3,0,0,0,4,0,16
1285,10,0,0,0,0,5,0,15
1286,10,2,0,0,0,2,0,14
1287,11,0,0,0,0,7,0,18
1288,12,2,0,0,0,3,0,17
1289,13,2,1,0,0,0,0,16
1290,7,0,0,0,0,8,0,15
1291,4,0,0,0,0,2,0,6
1292,10,0,1,0,0,3,0,14
1293,9,0,0,0,0,4,0,13
1294,15,0,0,0,0,6,0,21
1295,7,1,0,0,0,4,0,12
1296,3,0,1,0,0,2,0,6
1297,12,0,0,0,0,8,0,20
1298,7,1,0,0,0,1,0,9
1299,10,1,1,0,0,4,0,16
1300,9,1,1,0,0,2,0,13
1301,11,1,0,0,0,5,0,17
1302,16,0,0,0,0,6,0,22
1303,9,0,0,0,0,0,0,9
1304,7,1,1,0,0,3,0,12
1305,18,1,0,0,0,6,0,25
1306,13,0,1,0,0,6,0,20
1307,10,0,1,0,0,1,0,12
1308,8,0,0,0,0,1,0,9
1309,11,1,0,0,0,2,0,14
1310,6,0,2,0,0,4,0,12
1311,10,0,0,0,0,6,0,16
1312,6,0,0,0,0,1,0,7
1313,12,0,0,0,0,4,0,16
1314,10,0,0,0,0,1,0,11
1315,12,1,2,0,0,6,0,21
1316,9,2,0,0,0,1,2,14
1317,13,0,1,0,0,4,0,18
1318,10,0,0,0,0,2,0,12
1319,12,0,2,0,0,2,0,16
1320,14,1,3,0,0,5,0,23
1321,15,0,0,0,0,1,0,16
1322,8,0,0,0,0,2,0,10
1323,7,0,1,0,0,0,0,8
1324,9,0,1,0,0,9,0,19
1325,13,0,0,0,0,3,0,16
1326,11,0,0,0,0,3,0,14
1327,16,0,1,0,0,1,0,18
1328,12,0,0,0,0,5,0,17
1329,6,1,0,0,0,3,0,10
1330,7,1,1,0,0,3,0,12
1331,4,0,1,0,0,1,0,6
1332,13,0,1,0,0,3,0,17
1333,11,1,0,0,0,2,0,14
1334,11,0,1,0,0,3,0,15
1335,11,0,1,0,0,3,0,15
1336,14,0,2,0,0,3,0,19
1337,12,1,1,0,0,1,0,15
1338,9,2,1,0,0,2,0,14
1339,7,0,2,0,0,3,0,12
1340,13,1,0,0,0,3,0,17
1341,10,0,0,0,0,5,0,15
1342,9,0,1,0,0,3,0,13
1343,13,0,2,0,0,8,0,23
1344,15,0,0,0,0,4,0,19
1345,10,0,0,0,0,3,0,13
1346,4,1,2,0,0,5,0,12
1347,10,1,0,0,0,2,0,13
1348,10,1,1,0,0,5,0,17
1349,6,0,1,0,0,3,0,10
1350,17,0,0,0,0,3,0,20
1351,15,0,0,0,0,2,0,17
1352,10,0,0,0,0,2,0,12
1353,12,0,0,0,0,3,0,15
1354,6,1,0,0,0,6,0,13
1355,11,1,0,0,0,2,0,14
1356,10,0,0,0,0,5,0,15
1357,10,0,0,0,0,4,0,14
1358,7,0,0,0,0,3,0,10
1359,10,0,0,0,0,3,0,13
1360,3,0,2,0,0,5,0,10
1361,11,0,0,0,0,3,0,14
1362,8,0,0,0,0,9,0,17
1363,11,0,0,0,0,4,0,15
1364,14,0,0,0,0,1,0,15
1365,10,2,1,0,0,3,0,16
1366,12,2,0,0,0,3,0,17
1367,10,0,1,0,0,3,0,14
1368,14,2,0,0,0,2,0,18
1369,8,0,1,0,0,2,0,11
1370,8,0,0,0,0,5,0,13
1371,13,1,0,0,0,1,0,15
1372,11,0,1,0,0,6,0,18
1373,9,0,0,0,0,0,0,9
1374,13,0,0,0,0,0,0,13
1375,13,1,1,0,0,3,0,18
1376,9,0,0,0,0,2,0,11
1377,9,0,2,0,0,1,0,12
1378,11,1,2,0,0,0,0,14
1379,9,0,1,0,0,5,0,15
1380,14,1,1,0,0,7,0,23
1381,8,1,0,0,0,1,0,10
1382,8,0,0,0,0,4,0,12
1383,8,0,0,0,0,5,0,13
1384,4,0,0,0,0,6,0,10
1385,5,0,2,0,0,3,0,10
1386,7,0,1,0,0,4,0,12
1387,12,0,1,0,0,1,0,14
1388,5,1,0,0,0,3,0,9
1389,13,0,0,0,0,1,0,14
1390,6,0,1,0,0,2,0,9
1391,7,1,0,0,0,3,0,11
1392,12,0,1,0,0,2,0,15
1393,11,1,1,0,0,1,0,14
1394,8,1,1,0,0,1,0,11
1395,13,1,1,0,0,3,0,18
1396,11,0,0,0,0,1,0,12
1397,11,0,1,0,0,5,0,17
1398,8,0,0,0,0,2,0,10
1399,5,0,1,0,0,2,0,8
1400,17,0,0,0,0,6,0,23
1401,12,0,0,0,0,1,0,13
1402,8,0,0,0,0,2,0,10
1403,5,0,0,0,0,5,0,10
1404,4,0,0,0,0,2,0,6
1405,8,0,0,0,0,4,0,12
1406,10,0,0,0,0,2,0,12
1407,10,0,0,0,0,3,0,13
1408,11,2,1,0,0,5,0,19
1409,8,1,0,0,0,3,0,12
1410,13,0,0,0,0,4,0,17
1411,3,0,1,0,0,2,0,6
1412,7,1,0,0,0,2,0,10
1413,3,1,0,0,0,2,0,6
1414,4,0,0,0,0,1,0,5
1415,6,0,0,0,0,2,0,8
1416,12,0,0,0,0,2,0,14
1417,6,0,1,0,0,2,0,9
1418,9,2,1,0,0,2,0,14
1419,6,0,1,0,0,2,0,9
1420,13,1,2,0,0,3,0,19
1421,7,0,0,0,0,2,0,9
1422,11,0,1,0,0,1,0,13
1423,8,1,0,0,0,3,0,12
1424,7,0,0,0,0,6,0,13
1425,13,1,0,0,0,3,0,17
1426,10,0,0,0,0,3,0,13
1427,9,0,0,0,0,3,0,12
1428,11,0,1,0,0,6,0,18
1429,9,0,0,0,0,2,0,11
1430,7,0,1,0,0,5,0,13
1431,13,0,0,0,0,3,0,16
1432,10,1,1,0,0,3,0,15
1433,7,0,0,0,0,1,0,8
1434,6,1,1,0,0,1,0,9
1435,15,1,1,0,0,3,0,20
1436,15,1,1,0,0,2,0,19
1437,12,0,1,0,0,4,0,17
1438,5,2,0,0,0,6,0,13
1439,6,0,0,0,0,3,0,9
1440,15,2,0,0,0,5,0,22
1441,8,2,1,0,0,0,0,11
1442,8,0,0,0,0,2,0,10
1443,3,0,0,0,0,6,0,9
1444,7,0,0,0,0,0,0,7
1445,5,0,1,0,0,3,0,9
1446,8,0,0,0,0,4,0,12
1447,7,0,0,0,0,1,0,8
1448,6,1,0,0,0,2,0,9
1449,8,0,0,0,0,3,0,11
1450,12,1,1,0,0,2,0,16
1451,10,0,0,0,0,2,0,12
1452,7,0,0,0,0,2,0,9
1453,9,0,0,0,0,3,0,12
1454,2,1,0,0,0,4,0,7
1455,6,1,0,0,0,1,0,8
1456,9,0,0,0,0,6,0,15
1457,7,0,1,0,0,1,0,9
1458,7,2,1,0,0,6,0,16
1459,7,1,0,0,0,1,0,9
1460,10,1,1,0,0,2,0,14
1461,7,1,1,0,0,1,0,10
1462,10,1,0,0,0,5,0,16
1463,8,0,1,0,0,5,0,14
1464,5,0,2,0,0,0,0,7
1465,8,0,0,0,0,3,0,11
1466,12,0,0,0,0,3,0,15
1467,8,0,0,0,0,3,0,11
1468,9,2,1,0,0,7,0,19
1469,15,3,0,1,0,2,0,21
1470,17,0,1,0,0,6,0,24
1471,10,1,0,0,0,0,0,11
1472,9,1,0,0,0,2,0,12
1473,8,1,1,0,0,0,0,10
1474,3,0,0,0,0,1,0,4
1475,10,0,1,0,0,4,0,15
1476,3,0,0,0,0,2,0,5
1477,8,0,0,0,0,1,0,9
1478,7,1,0,0,0,3,0,11
1479,5,1,0,0,0,5,0,11
1480,11,0,0,0,0,6,0,17
1481,8,1,1,0,0,1,0,11
1482,13,0,1,0,0,3,0,17
1483,6,1,0,0,0,3,0,10
1484,9,0,0,0,0,3,0,12
1485,9,1,0,0,0,3,0,13
1486,7,0,0,0,0,2,0,9
